filename,snr,siib_score_gaussian
ALL_055_M_ENG_ENG_HT2_S042,0,18.45170687130839
ALL_055_M_ENG_ENG_HT2_S042,2,23.837060566857502
ALL_055_M_ENG_ENG_HT2_S042,4,29.85671439503811
ALL_055_M_ENG_ENG_HT2_S042,6,36.63793171800887
ALL_055_M_ENG_ENG_HT2_S042,8,44.48278795205934
ALL_055_M_ENG_ENG_HT2_S043,0,27.64555390617048
ALL_055_M_ENG_ENG_HT2_S042,n2,13.8519421836485
ALL_055_M_ENG_ENG_HT2_S042,n4,10.293757534734482
ALL_055_M_ENG_ENG_HT2_S043,4,40.99901521303248
ALL_055_M_ENG_ENG_HT2_S043,2,33.875007184495146
ALL_055_M_ENG_ENG_HT2_S043,8,58.63099343375458
ALL_055_M_ENG_ENG_HT2_S043,6,49.160462582406424
ALL_055_M_ENG_ENG_HT2_S043,n2,22.275479894124278
ALL_055_M_ENG_ENG_HT2_S044,0,31.245617857663166
ALL_055_M_ENG_ENG_HT2_S043,n4,17.722755778518476
ALL_055_M_ENG_ENG_HT2_S044,2,35.39163636985259
ALL_055_M_ENG_ENG_HT2_S044,6,45.83067233715395
ALL_055_M_ENG_ENG_HT2_S044,n2,27.43995637730218
ALL_055_M_ENG_ENG_HT2_S044,8,52.796873328415614
ALL_055_M_ENG_ENG_HT2_S044,4,40.12597401614992
ALL_055_M_ENG_ENG_HT2_S044,n4,23.767338457382497
ALL_055_M_ENG_ENG_HT2_S045,2,26.471621473457994
ALL_055_M_ENG_ENG_HT2_S045,0,22.106745104809168
ALL_055_M_ENG_ENG_HT2_S045,4,31.87493422648558
ALL_055_M_ENG_ENG_HT2_S045,6,38.599983591423246
ALL_055_M_ENG_ENG_HT2_S045,8,46.86071136250752
ALL_055_M_ENG_ENG_HT2_S046,0,27.50725751696354
ALL_055_M_ENG_ENG_HT2_S045,n2,18.50708958900252
ALL_055_M_ENG_ENG_HT2_S045,n4,15.41252270466703
ALL_055_M_ENG_ENG_HT2_S046,n4,16.672232805208942
ALL_055_M_ENG_ENG_HT2_S046,n2,21.77116270686638
ALL_055_M_ENG_ENG_HT2_S046,6,47.731695241078825
ALL_055_M_ENG_ENG_HT2_S046,8,55.89902457476905
ALL_055_M_ENG_ENG_HT2_S046,2,33.71879301792795
ALL_055_M_ENG_ENG_HT2_S046,4,40.41217442831787
ALL_055_M_ENG_ENG_HT2_S047,6,47.37843001733931
ALL_055_M_ENG_ENG_HT2_S047,4,39.38172458991485
ALL_055_M_ENG_ENG_HT2_S047,0,26.612384530857675
ALL_055_M_ENG_ENG_HT2_S047,2,32.491533563171515
ALL_055_M_ENG_ENG_HT2_S047,8,56.49516101635954
ALL_055_M_ENG_ENG_HT2_S047,n2,21.395373509861166
ALL_055_M_ENG_ENG_HT2_S047,n4,16.40767121723295
ALL_055_M_ENG_ENG_HT2_S048,6,41.87767971473116
ALL_055_M_ENG_ENG_HT2_S048,8,49.73947008355435
ALL_055_M_ENG_ENG_HT2_S048,0,24.160999826821737
ALL_055_M_ENG_ENG_HT2_S048,2,29.145362730822445
ALL_055_M_ENG_ENG_HT2_S048,4,35.01240188045477
ALL_055_M_ENG_ENG_HT2_S049,0,22.548762628753426
ALL_055_M_ENG_ENG_HT2_S048,n4,15.979030427421844
ALL_055_M_ENG_ENG_HT2_S049,6,40.52728708349067
ALL_055_M_ENG_ENG_HT2_S049,2,27.167518770203202
ALL_055_M_ENG_ENG_HT2_S049,4,33.12372339520293
ALL_055_M_ENG_ENG_HT2_S048,n2,19.86265460970084
ALL_055_M_ENG_ENG_HT2_S049,8,49.37279851683156
ALL_055_M_ENG_ENG_HT2_S049,n2,19.052954141493785
ALL_055_M_ENG_ENG_HT2_S049,n4,16.49556173269417
ALL_055_M_ENG_ENG_HT2_S050,2,23.37518121953409
ALL_055_M_ENG_ENG_HT2_S050,0,17.780047168520735
ALL_055_M_ENG_ENG_HT2_S050,4,30.108598532659258
ALL_055_M_ENG_ENG_HT2_S050,8,46.68038241411729
ALL_055_M_ENG_ENG_HT2_S050,n2,13.400290127677112
ALL_055_M_ENG_ENG_HT2_S050,6,37.83967596181472
ALL_055_M_ENG_ENG_HT2_S051,0,21.78050749958667
ALL_055_M_ENG_ENG_HT2_S050,n4,10.306421308850453
ALL_055_M_ENG_ENG_HT2_S051,2,26.052905204696316
ALL_055_M_ENG_ENG_HT2_S051,4,31.721718238005383
ALL_055_M_ENG_ENG_HT2_S051,8,49.00997832563198
ALL_055_M_ENG_ENG_HT2_S051,6,39.26147643192004
ALL_055_M_ENG_ENG_HT2_S051,n2,18.269168608597745
ALL_055_M_ENG_ENG_HT2_S051,n4,15.162999017444772
ALL_055_M_ENG_ENG_HT2_S052,4,33.1461175235388
ALL_055_M_ENG_ENG_HT2_S052,0,21.26202061926014
ALL_055_M_ENG_ENG_HT2_S052,2,26.662532217207644
ALL_055_M_ENG_ENG_HT2_S053,0,15.909407349683054
ALL_055_M_ENG_ENG_HT2_S052,n4,13.368308557018803
ALL_055_M_ENG_ENG_HT2_S052,6,40.84266790968228
ALL_055_M_ENG_ENG_HT2_S053,n4,11.344343182189407
ALL_055_M_ENG_ENG_HT2_S053,8,37.67256368539058
ALL_055_M_ENG_ENG_HT2_S053,n2,13.112107119215139
ALL_055_M_ENG_ENG_HT2_S053,6,30.6175461562405
ALL_055_M_ENG_ENG_HT2_S053,4,24.653091462871878
ALL_055_M_ENG_ENG_HT2_S052,8,50.05906156410839
ALL_055_M_ENG_ENG_HT2_S053,2,19.746724001187157
ALL_055_M_ENG_ENG_HT2_S052,n2,16.862435022117914
ALL_055_M_ENG_ENG_HT2_S054,0,15.834566073709057
ALL_055_M_ENG_ENG_HT2_S054,2,20.946421497207716
ALL_055_M_ENG_ENG_HT2_S054,8,44.28612744056883
ALL_055_M_ENG_ENG_HT2_S054,6,35.32699756282033
ALL_055_M_ENG_ENG_HT2_S054,4,27.476490728409956
ALL_055_M_ENG_ENG_HT2_S054,n2,12.072873203421963
ALL_055_M_ENG_ENG_HT2_S054,n4,9.463749989435016
ALL_055_M_ENG_ENG_HT2_S055,0,38.74746599743102
ALL_055_M_ENG_ENG_HT2_S055,4,53.92984098455891
ALL_055_M_ENG_ENG_HT2_S055,2,46.19738717318539
ALL_055_M_ENG_ENG_HT2_S055,6,62.37287732111273
ALL_055_M_ENG_ENG_HT2_S055,8,71.8582068242075
ALL_055_M_ENG_ENG_HT2_S055,n4,24.424599922334284
ALL_055_M_ENG_ENG_HT2_S055,n2,31.47457304382647
ALL_055_M_ENG_ENG_HT2_S056,0,28.80256248063137
ALL_055_M_ENG_ENG_HT2_S056,2,35.24834622480959
ALL_055_M_ENG_ENG_HT2_S056,4,42.6586793239634
ALL_055_M_ENG_ENG_HT2_S057,2,33.56002590876743
ALL_055_M_ENG_ENG_HT2_S057,0,27.44365562810033
ALL_055_M_ENG_ENG_HT2_S056,6,51.10714720819766
ALL_055_M_ENG_ENG_HT2_S056,8,60.63791247844857
ALL_055_M_ENG_ENG_HT2_S056,n2,23.159986260343363
ALL_055_M_ENG_ENG_HT2_S056,n4,18.278139515458445
ALL_055_M_ENG_ENG_HT2_S057,4,40.67409051765648
ALL_055_M_ENG_ENG_HT2_S057,6,48.88618387477213
ALL_055_M_ENG_ENG_HT2_S057,8,58.29922273599752
ALL_055_M_ENG_ENG_HT2_S057,n2,22.173681904469206
ALL_055_M_ENG_ENG_HT2_S057,n4,17.76940406770473
ALL_055_M_ENG_ENG_HT2_S058,2,39.14187432427225
ALL_055_M_ENG_ENG_HT2_S058,0,33.91790721887929
ALL_055_M_ENG_ENG_HT2_S058,4,45.067655649060136
ALL_055_M_ENG_ENG_HT2_S058,6,51.919824645229745
ALL_055_M_ENG_ENG_HT2_S058,8,59.72153120588088
ALL_055_M_ENG_ENG_HT2_S058,n2,29.09182684128593
ALL_055_M_ENG_ENG_HT2_S059,4,40.01158202847151
ALL_055_M_ENG_ENG_HT2_S059,0,28.866843627041025
ALL_055_M_ENG_ENG_HT2_S059,2,33.965430565689
ALL_055_M_ENG_ENG_HT2_S058,n4,24.287128264383156
ALL_055_M_ENG_ENG_HT2_S059,6,47.09642851039371
ALL_055_M_ENG_ENG_HT2_S059,n2,24.490644244051555
ALL_055_M_ENG_ENG_HT2_S059,8,55.49971820057883
ALL_055_M_ENG_ENG_HT2_S059,n4,20.564445328229247
ALL_055_M_ENG_ENG_HT2_S060,0,30.96567314308682
ALL_055_M_ENG_ENG_HT2_S060,6,51.53549420823457
ALL_055_M_ENG_ENG_HT2_S060,2,36.812870847263554
ALL_055_M_ENG_ENG_HT2_S060,4,43.57521533366254
ALL_055_M_ENG_ENG_HT2_S060,8,61.158201012065675
ALL_055_M_ENG_ENG_HT2_S060,n2,25.952995283968182
ALL_055_M_ENG_ENG_HT2_S060,n4,21.78350134293563
ALL_056_F_ENG_ENG_HT1_S001,0,44.176902351258164
ALL_056_F_ENG_ENG_HT1_S001,4,65.51016610062155
ALL_056_F_ENG_ENG_HT1_S001,2,54.22840908490688
ALL_056_F_ENG_ENG_HT1_S001,n2,35.419516074371444
ALL_056_F_ENG_ENG_HT1_S001,8,91.43740511674072
ALL_056_F_ENG_ENG_HT1_S001,6,77.96039700199233
ALL_056_F_ENG_ENG_HT1_S001,n4,27.82402004637145
ALL_056_F_ENG_ENG_HT1_S002,2,35.46080720702878
ALL_056_F_ENG_ENG_HT1_S002,0,28.69447912698773
ALL_056_F_ENG_ENG_HT1_S002,4,43.626291200829016
ALL_056_F_ENG_ENG_HT1_S002,n4,18.253914302630882
ALL_056_F_ENG_ENG_HT1_S002,8,65.38375806017596
ALL_056_F_ENG_ENG_HT1_S002,6,53.51533429607704
ALL_056_F_ENG_ENG_HT1_S002,n2,23.052417822759725
ALL_056_F_ENG_ENG_HT1_S003,0,33.416526091909695
ALL_056_F_ENG_ENG_HT1_S003,8,69.42341613363418
ALL_056_F_ENG_ENG_HT1_S003,4,49.06395302377622
ALL_056_F_ENG_ENG_HT1_S003,6,58.61462927645168
ALL_056_F_ENG_ENG_HT1_S003,2,40.655600848212856
ALL_056_F_ENG_ENG_HT1_S003,n4,22.45251379406564
ALL_056_F_ENG_ENG_HT1_S004,0,38.72783550512033
ALL_056_F_ENG_ENG_HT1_S004,6,63.2734148992908
ALL_056_F_ENG_ENG_HT1_S004,2,46.030599682688035
ALL_056_F_ENG_ENG_HT1_S004,8,73.5213763374766
ALL_056_F_ENG_ENG_HT1_S004,n2,32.23696348731319
ALL_056_F_ENG_ENG_HT1_S003,n2,27.39350776113468
ALL_056_F_ENG_ENG_HT1_S004,4,54.16251041909918
ALL_056_F_ENG_ENG_HT1_S004,n4,26.40853370893558
ALL_056_F_ENG_ENG_HT1_S005,2,43.01827642407927
ALL_056_F_ENG_ENG_HT1_S005,0,36.03469464803513
ALL_056_F_ENG_ENG_HT1_S005,6,59.885969082733155
ALL_056_F_ENG_ENG_HT1_S005,8,69.90827670396439
ALL_056_F_ENG_ENG_HT1_S005,n2,29.773758081850204
ALL_056_F_ENG_ENG_HT1_S005,4,50.93200325995904
ALL_056_F_ENG_ENG_HT1_S005,n4,24.079873573958864
ALL_056_F_ENG_ENG_HT1_S006,6,85.53254989238957
ALL_056_F_ENG_ENG_HT1_S006,4,73.53472105958805
ALL_056_F_ENG_ENG_HT1_S006,0,52.694771618939185
ALL_056_F_ENG_ENG_HT1_S006,2,62.61190317993355
ALL_056_F_ENG_ENG_HT1_S007,0,40.79184252860864
ALL_056_F_ENG_ENG_HT1_S006,n2,43.739383211260794
ALL_056_F_ENG_ENG_HT1_S007,6,76.55092750119476
ALL_056_F_ENG_ENG_HT1_S007,8,91.10564134356311
ALL_056_F_ENG_ENG_HT1_S007,4,63.08667314167437
ALL_056_F_ENG_ENG_HT1_S006,n4,35.71188800058712
ALL_056_F_ENG_ENG_HT1_S006,8,98.88602655010564
ALL_056_F_ENG_ENG_HT1_S007,2,51.06013028534702
ALL_056_F_ENG_ENG_HT1_S007,n2,32.3071951904861
ALL_056_F_ENG_ENG_HT1_S008,6,68.94182391740551
ALL_056_F_ENG_ENG_HT1_S008,2,45.537049712621126
ALL_056_F_ENG_ENG_HT1_S008,0,35.85164417839209
ALL_056_F_ENG_ENG_HT1_S008,4,56.5673414791309
ALL_056_F_ENG_ENG_HT1_S008,8,82.69195693077538
ALL_056_F_ENG_ENG_HT1_S007,n4,25.379287236767468
ALL_056_F_ENG_ENG_HT1_S008,n2,27.496195552990915
ALL_056_F_ENG_ENG_HT1_S008,n4,20.55348425204154
ALL_056_F_ENG_ENG_HT1_S009,0,50.32968830625325
ALL_056_F_ENG_ENG_HT1_S009,8,90.83900890795661
ALL_056_F_ENG_ENG_HT1_S009,6,78.95278554812008
ALL_056_F_ENG_ENG_HT1_S009,4,68.3395382647699
ALL_056_F_ENG_ENG_HT1_S009,2,58.83485256368385
ALL_056_F_ENG_ENG_HT1_S009,n4,36.00953514879238
ALL_056_F_ENG_ENG_HT1_S009,n2,42.79511692543615
ALL_056_F_ENG_ENG_HT1_S010,2,54.81510108420332
ALL_056_F_ENG_ENG_HT1_S010,6,80.38021476291178
ALL_056_F_ENG_ENG_HT1_S010,0,43.92148945627879
ALL_056_F_ENG_ENG_HT1_S010,4,67.04869557699283
ALL_056_F_ENG_ENG_HT1_S010,8,94.53984352454916
ALL_056_F_ENG_ENG_HT1_S010,n4,26.07008803251498
ALL_056_F_ENG_ENG_HT1_S010,n2,34.343561472748924
ALL_056_F_ENG_ENG_HT1_S011,2,48.94354669637431
ALL_056_F_ENG_ENG_HT1_S011,4,59.39875096601219
ALL_056_F_ENG_ENG_HT1_S011,0,39.80412934798556
ALL_056_F_ENG_ENG_HT1_S011,8,84.60811407247938
ALL_056_F_ENG_ENG_HT1_S011,6,71.25505462202776
ALL_056_F_ENG_ENG_HT1_S011,n2,31.76378984324234
ALL_056_F_ENG_ENG_HT1_S012,2,50.07087348185813
ALL_056_F_ENG_ENG_HT1_S012,4,61.039516880681376
ALL_056_F_ENG_ENG_HT1_S012,0,40.661378467403544
ALL_056_F_ENG_ENG_HT1_S012,8,87.36646915040416
ALL_056_F_ENG_ENG_HT1_S012,6,73.4976920276383
ALL_056_F_ENG_ENG_HT1_S011,n4,24.7756345064266
ALL_056_F_ENG_ENG_HT1_S012,n2,32.60464599681166
ALL_056_F_ENG_ENG_HT1_S013,0,37.91525989765374
ALL_056_F_ENG_ENG_HT1_S013,2,46.54181430213271
ALL_056_F_ENG_ENG_HT1_S012,n4,25.77102248862433
ALL_056_F_ENG_ENG_HT1_S013,4,56.26535226482909
ALL_056_F_ENG_ENG_HT1_S013,6,67.03110308239498
ALL_056_F_ENG_ENG_HT1_S013,8,78.82008062635822
ALL_056_F_ENG_ENG_HT1_S014,0,41.444566523957086
ALL_056_F_ENG_ENG_HT1_S014,4,59.84403669584542
ALL_056_F_ENG_ENG_HT1_S013,n2,30.46720965712645
ALL_056_F_ENG_ENG_HT1_S013,n4,24.26792566459909
ALL_056_F_ENG_ENG_HT1_S014,2,49.860549768553426
ALL_056_F_ENG_ENG_HT1_S014,6,71.48659410897682
ALL_056_F_ENG_ENG_HT1_S015,0,29.01170068822477
ALL_056_F_ENG_ENG_HT1_S014,n4,27.968266199699904
ALL_056_F_ENG_ENG_HT1_S014,n2,34.26536722188779
ALL_056_F_ENG_ENG_HT1_S014,8,84.6977511045095
ALL_056_F_ENG_ENG_HT1_S015,8,57.53113315143011
ALL_056_F_ENG_ENG_HT1_S015,6,48.555686093369594
ALL_056_F_ENG_ENG_HT1_S016,0,45.261956887630234
ALL_056_F_ENG_ENG_HT1_S016,2,55.24706442801518
ALL_056_F_ENG_ENG_HT1_S016,4,67.01045456072973
ALL_056_F_ENG_ENG_HT1_S015,n2,23.641597591787836
ALL_056_F_ENG_ENG_HT1_S015,2,34.72629221532143
ALL_056_F_ENG_ENG_HT1_S015,4,41.05036497629433
ALL_056_F_ENG_ENG_HT1_S015,n4,18.563281466149565
ALL_056_F_ENG_ENG_HT1_S016,6,80.62324277699675
ALL_056_F_ENG_ENG_HT1_S016,n2,36.916861153602596
ALL_056_F_ENG_ENG_HT1_S016,8,96.04218464558143
ALL_056_F_ENG_ENG_HT1_S016,n4,29.784614631682153
ALL_056_F_ENG_ENG_HT1_S017,0,38.98701814785689
ALL_056_F_ENG_ENG_HT1_S017,4,55.63608163330744
ALL_056_F_ENG_ENG_HT1_S017,6,65.50182347472978
ALL_056_F_ENG_ENG_HT1_S017,2,46.86130465251969
ALL_056_F_ENG_ENG_HT1_S017,8,76.6472694385214
ALL_056_F_ENG_ENG_HT1_S018,2,63.58412314500456
ALL_056_F_ENG_ENG_HT1_S018,6,91.07341714501453
ALL_056_F_ENG_ENG_HT1_S018,4,75.96546678442775
ALL_056_F_ENG_ENG_HT1_S018,0,53.608848757487635
ALL_056_F_ENG_ENG_HT1_S017,n4,24.853769130027054
ALL_056_F_ENG_ENG_HT1_S017,n2,31.718233774723103
ALL_056_F_ENG_ENG_HT1_S018,n4,38.30724448295703
ALL_056_F_ENG_ENG_HT1_S018,n2,45.33666523336258
ALL_056_F_ENG_ENG_HT1_S018,8,108.69377618932276
ALL_056_F_ENG_ENG_HT1_S019,0,48.08343732669164
ALL_056_F_ENG_ENG_HT1_S019,6,83.31757036327109
ALL_056_F_ENG_ENG_HT1_S019,8,98.47996366041218
ALL_056_F_ENG_ENG_HT1_S020,0,47.28014416514816
ALL_056_F_ENG_ENG_HT1_S019,4,69.80518817268009
ALL_056_F_ENG_ENG_HT1_S019,2,58.04590352580388
ALL_056_F_ENG_ENG_HT1_S019,n2,39.638734322518694
ALL_056_F_ENG_ENG_HT1_S020,2,55.38531279833738
ALL_056_F_ENG_ENG_HT1_S019,n4,32.272655794102455
ALL_056_F_ENG_ENG_HT1_S020,6,74.05079087584886
ALL_056_F_ENG_ENG_HT1_S020,4,64.27676130133884
ALL_056_F_ENG_ENG_HT1_S020,n2,39.951566223850854
ALL_056_F_ENG_ENG_HT1_S020,8,84.76228909772895
ALL_056_F_ENG_ENG_HT1_S020,n4,33.333180750961816
ALL_056_F_ENG_ENG_HT1_S021,0,49.269302672332444
ALL_056_F_ENG_ENG_HT1_S021,2,59.75810048931761
ALL_056_F_ENG_ENG_HT1_S021,6,84.11467894108006
ALL_056_F_ENG_ENG_HT1_S021,4,71.2863767613988
ALL_056_F_ENG_ENG_HT1_S021,n2,39.62262874121717
ALL_056_F_ENG_ENG_HT1_S021,n4,30.894331488362543
ALL_056_F_ENG_ENG_HT1_S021,8,98.30517074058702
ALL_056_F_ENG_ENG_HT1_S022,2,52.67259443089016
ALL_056_F_ENG_ENG_HT1_S022,0,43.93760241126921
ALL_056_F_ENG_ENG_HT1_S022,4,62.51610674052069
ALL_056_F_ENG_ENG_HT1_S022,6,73.60537656647008
ALL_056_F_ENG_ENG_HT1_S022,8,86.14003412623225
ALL_056_F_ENG_ENG_HT1_S022,n2,36.211626190548785
ALL_056_F_ENG_ENG_HT1_S023,2,62.98751263677845
ALL_056_F_ENG_ENG_HT1_S023,0,52.60159435986203
ALL_056_F_ENG_ENG_HT1_S022,n4,29.372477899925634
ALL_056_F_ENG_ENG_HT1_S023,4,74.48292291194636
ALL_056_F_ENG_ENG_HT1_S023,n2,43.25079805383514
ALL_056_F_ENG_ENG_HT1_S023,6,87.15048189667
ALL_056_F_ENG_ENG_HT1_S023,8,101.16630371301706
ALL_056_F_ENG_ENG_HT1_S023,n4,34.99707442467583
ALL_056_F_ENG_ENG_HT1_S024,0,44.029971785107364
ALL_056_F_ENG_ENG_HT1_S024,4,65.33634178859691
ALL_056_F_ENG_ENG_HT1_S024,2,54.067914703780616
ALL_056_F_ENG_ENG_HT1_S024,8,90.67765396623896
ALL_056_F_ENG_ENG_HT1_S024,6,77.59153661091476
ALL_056_F_ENG_ENG_HT1_S024,n4,27.88279852826225
ALL_056_F_ENG_ENG_HT1_S025,2,54.52021936978699
ALL_056_F_ENG_ENG_HT1_S025,0,45.75330405705617
ALL_056_F_ENG_ENG_HT1_S024,n2,35.34845143592989
ALL_056_F_ENG_ENG_HT1_S025,4,64.1835146258363
ALL_056_F_ENG_ENG_HT1_S025,6,74.91397389199156
ALL_056_F_ENG_ENG_HT1_S026,2,53.99921294518451
ALL_056_F_ENG_ENG_HT1_S026,4,63.83322536941487
ALL_056_F_ENG_ENG_HT1_S026,0,45.39922034221682
ALL_056_F_ENG_ENG_HT1_S025,8,87.07617506024498
ALL_056_F_ENG_ENG_HT1_S025,n4,30.545795257233188
ALL_056_F_ENG_ENG_HT1_S025,n2,37.77332121523771
ALL_056_F_ENG_ENG_HT1_S026,6,74.91349545740174
ALL_056_F_ENG_ENG_HT1_S026,n2,37.955880851093475
ALL_056_F_ENG_ENG_HT1_S026,n4,31.533387833798702
ALL_056_F_ENG_ENG_HT1_S027,2,45.44046885770497
ALL_056_F_ENG_ENG_HT1_S026,8,87.02723776218133
ALL_056_F_ENG_ENG_HT1_S027,0,38.26483577896684
ALL_056_F_ENG_ENG_HT1_S027,6,62.62663322683941
ALL_056_F_ENG_ENG_HT1_S027,4,53.468987018625604
ALL_056_F_ENG_ENG_HT1_S028,2,47.01186131302641
ALL_056_F_ENG_ENG_HT1_S028,0,37.96061785633174
ALL_056_F_ENG_ENG_HT1_S028,4,57.40314744927542
ALL_056_F_ENG_ENG_HT1_S027,n4,26.20646560596491
ALL_056_F_ENG_ENG_HT1_S027,8,73.51903951338156
ALL_056_F_ENG_ENG_HT1_S028,6,68.94624294262475
ALL_056_F_ENG_ENG_HT1_S027,n2,31.842671553239487
ALL_056_F_ENG_ENG_HT1_S028,8,81.47709630042186
ALL_056_F_ENG_ENG_HT1_S028,n4,23.909656562928888
ALL_056_F_ENG_ENG_HT1_S028,n2,30.29130919920327
ALL_056_F_ENG_ENG_HT1_S029,6,68.77401607794656
ALL_056_F_ENG_ENG_HT1_S029,4,58.9139567801858
ALL_056_F_ENG_ENG_HT1_S029,0,41.79631149803785
ALL_056_F_ENG_ENG_HT1_S029,2,49.99583236408213
ALL_056_F_ENG_ENG_HT1_S029,8,79.99085365885847
ALL_056_F_ENG_ENG_HT1_S030,0,32.841158988177746
ALL_056_F_ENG_ENG_HT1_S029,n2,34.23016668528446
ALL_056_F_ENG_ENG_HT1_S029,n4,27.394131877589906
ALL_056_F_ENG_ENG_HT1_S030,2,40.245074164658234
ALL_056_F_ENG_ENG_HT1_S030,4,49.357054055575595
ALL_056_F_ENG_ENG_HT1_S030,n2,26.633192628338477
ALL_056_F_ENG_ENG_HT1_S030,8,73.6359868029273
ALL_056_F_ENG_ENG_HT1_S030,6,60.490861993873075
ALL_056_F_ENG_ENG_HT1_S030,n4,21.240692164375467
ALL_056_F_ENG_ENG_HT1_S031,0,44.85171269596533
ALL_056_F_ENG_ENG_HT1_S031,n2,36.84486833796113
ALL_056_F_ENG_ENG_HT1_S031,4,62.953765014327246
ALL_056_F_ENG_ENG_HT1_S031,6,73.41827470136954
ALL_056_F_ENG_ENG_HT1_S031,2,53.485597512952396
ALL_056_F_ENG_ENG_HT1_S031,8,85.19553360201105
ALL_056_F_ENG_ENG_HT1_S032,4,49.31981963734533
ALL_056_F_ENG_ENG_HT1_S031,n4,29.43847869672773
ALL_056_F_ENG_ENG_HT1_S032,0,33.92634787120711
ALL_056_F_ENG_ENG_HT1_S032,2,40.98627328417551
ALL_056_F_ENG_ENG_HT1_S032,n2,27.981147469487112
ALL_056_F_ENG_ENG_HT1_S032,n4,22.971178036379882
ALL_056_F_ENG_ENG_HT1_S032,8,70.14683970385269
ALL_056_F_ENG_ENG_HT1_S032,6,59.03482922171791
ALL_056_F_ENG_ENG_HT1_S033,0,45.171577275039176
ALL_056_F_ENG_ENG_HT1_S033,2,53.887932969080765
ALL_056_F_ENG_ENG_HT1_S033,6,73.06781801922429
ALL_056_F_ENG_ENG_HT1_S033,4,63.153997359056355
ALL_056_F_ENG_ENG_HT1_S033,n2,37.07996770834688
ALL_056_F_ENG_ENG_HT1_S033,8,83.84981705655406
ALL_056_F_ENG_ENG_HT1_S033,n4,29.749788979874857
ALL_056_F_ENG_ENG_HT1_S034,0,41.89790177643853
ALL_056_F_ENG_ENG_HT1_S034,4,60.17687329088747
ALL_056_F_ENG_ENG_HT1_S034,2,50.42746285215871
ALL_056_F_ENG_ENG_HT1_S034,6,71.31458771667594
ALL_056_F_ENG_ENG_HT1_S034,8,83.93786889412947
ALL_056_F_ENG_ENG_HT1_S034,n4,27.280857260191002
ALL_056_F_ENG_ENG_HT1_S035,0,52.62378394078449
ALL_056_F_ENG_ENG_HT1_S035,2,64.01279602387783
ALL_056_F_ENG_ENG_HT1_S034,n2,34.25397864728229
ALL_056_F_ENG_ENG_HT1_S036,2,41.308987521871884
ALL_056_F_ENG_ENG_HT1_S035,n4,33.83317620152164
ALL_056_F_ENG_ENG_HT1_S035,n2,42.57984072370903
ALL_056_F_ENG_ENG_HT1_S036,4,49.35907760695555
ALL_056_F_ENG_ENG_HT1_S035,8,108.03666661280752
ALL_056_F_ENG_ENG_HT1_S035,4,76.96473157978403
ALL_056_F_ENG_ENG_HT1_S036,0,33.99048696437821
ALL_056_F_ENG_ENG_HT1_S035,6,91.67515724461066
ALL_056_F_ENG_ENG_HT1_S036,8,68.27111778253985
ALL_056_F_ENG_ENG_HT1_S036,6,58.27934855579832
ALL_056_F_ENG_ENG_HT1_S036,n4,21.563725996063816
ALL_056_F_ENG_ENG_HT1_S037,2,47.18313393507559
ALL_056_F_ENG_ENG_HT1_S036,n2,27.432338654411456
ALL_056_F_ENG_ENG_HT1_S037,0,38.8060483983443
ALL_056_F_ENG_ENG_HT1_S037,4,57.14666996007027
ALL_056_F_ENG_ENG_HT1_S037,6,68.8327032953789
ALL_056_F_ENG_ENG_HT1_S037,8,82.73595717711109
ALL_056_F_ENG_ENG_HT1_S037,n2,31.93024496140264
ALL_056_F_ENG_ENG_HT1_S038,0,35.654044438020996
ALL_056_F_ENG_ENG_HT1_S037,n4,26.16548203769725
ALL_056_F_ENG_ENG_HT1_S038,2,44.21418569820213
ALL_056_F_ENG_ENG_HT1_S038,4,53.94242657266098
ALL_056_F_ENG_ENG_HT1_S038,n2,28.308995210844436
ALL_056_F_ENG_ENG_HT1_S039,0,33.85766504144766
ALL_056_F_ENG_ENG_HT1_S038,n4,22.186709023171097
ALL_056_F_ENG_ENG_HT1_S038,6,64.95534676990188
ALL_056_F_ENG_ENG_HT1_S038,8,77.51576126870617
ALL_056_F_ENG_ENG_HT1_S039,2,41.41136882460801
ALL_056_F_ENG_ENG_HT1_S039,4,50.16812557120603
ALL_056_F_ENG_ENG_HT1_S039,6,60.33553225575768
ALL_056_F_ENG_ENG_HT1_S039,n2,27.235453773885737
ALL_056_F_ENG_ENG_HT1_S039,8,71.94759991748164
ALL_056_F_ENG_ENG_HT1_S039,n4,21.480417829691895
ALL_056_F_ENG_ENG_HT1_S040,4,56.625926823988834
ALL_056_F_ENG_ENG_HT1_S040,0,38.666210364564876
ALL_056_F_ENG_ENG_HT1_S040,6,67.76325157205665
ALL_056_F_ENG_ENG_HT1_S040,2,46.892937396075624
ALL_056_F_ENG_ENG_HT1_S040,n2,31.79310165107724
ALL_056_F_ENG_ENG_HT1_S040,n4,26.093838479152144
ALL_056_F_ENG_ENG_HT1_S040,8,80.07457181667561
ALL_056_F_ENG_ENG_HT1_S041,6,65.284565236926
ALL_056_F_ENG_ENG_HT1_S041,0,35.10300701845431
ALL_056_F_ENG_ENG_HT1_S041,2,44.17302548923003
ALL_056_F_ENG_ENG_HT1_S042,0,42.57586378430729
ALL_056_F_ENG_ENG_HT1_S042,2,50.41610237060301
ALL_056_F_ENG_ENG_HT1_S041,n4,20.63339512870996
ALL_056_F_ENG_ENG_HT1_S041,n2,27.194318886315493
