filename,snr,siib_score
ALL_057_M_ENG_ENG_HT1_S006,4,335.5406901605859
ALL_057_M_ENG_ENG_HT1_S006,6,341.98770324779844
ALL_057_M_ENG_ENG_HT1_S006,8,348.8448787129137
ALL_057_M_ENG_ENG_HT1_S006,n2,313.15573049919993
ALL_057_M_ENG_ENG_HT1_S006,n4,304.8889881678851
ALL_057_M_ENG_ENG_HT1_S007,0,1335.6395174224235
ALL_057_M_ENG_ENG_HT1_S007,2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S008,0,209.3178966838691
ALL_057_M_ENG_ENG_HT1_S007,4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S007,n4,1335.670439455488
ALL_057_M_ENG_ENG_HT1_S007,8,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S007,6,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S007,n2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S008,2,217.10185456676072
ALL_057_M_ENG_ENG_HT1_S008,4,224.44362687296706
ALL_057_M_ENG_ENG_HT1_S008,6,235.89689924863495
ALL_057_M_ENG_ENG_HT1_S008,n2,205.20265329210838
ALL_057_M_ENG_ENG_HT1_S009,0,213.26677727801487
ALL_057_M_ENG_ENG_HT1_S008,n4,200.1178002577953
ALL_057_M_ENG_ENG_HT1_S008,8,246.55794704733185
ALL_057_M_ENG_ENG_HT1_S009,4,226.56421045120524
ALL_057_M_ENG_ENG_HT1_S009,2,216.9233180761591
ALL_057_M_ENG_ENG_HT1_S009,6,238.26746154283165
ALL_057_M_ENG_ENG_HT1_S009,8,247.54202365639586
ALL_057_M_ENG_ENG_HT1_S009,n2,205.96433982282946
ALL_057_M_ENG_ENG_HT1_S009,n4,200.5950055247452
ALL_057_M_ENG_ENG_HT1_S010,6,252.37014999219593
ALL_057_M_ENG_ENG_HT1_S010,8,268.0766808480916
ALL_057_M_ENG_ENG_HT1_S010,4,237.5293813011091
ALL_057_M_ENG_ENG_HT1_S010,n2,201.25499013814175
ALL_057_M_ENG_ENG_HT1_S010,0,211.00209721539005
ALL_057_M_ENG_ENG_HT1_S010,2,223.72863329443817
ALL_057_M_ENG_ENG_HT1_S011,2,238.21210483419554
ALL_057_M_ENG_ENG_HT1_S011,4,249.22064273436274
ALL_057_M_ENG_ENG_HT1_S011,0,228.84111307452866
ALL_057_M_ENG_ENG_HT1_S010,n4,192.23925148201226
ALL_057_M_ENG_ENG_HT1_S011,6,258.33575533685166
ALL_057_M_ENG_ENG_HT1_S011,n4,211.04609284656067
ALL_057_M_ENG_ENG_HT1_S011,8,270.0135079373058
ALL_057_M_ENG_ENG_HT1_S011,n2,218.13917985561812
ALL_057_M_ENG_ENG_HT1_S012,2,213.66121875983947
ALL_057_M_ENG_ENG_HT1_S012,0,204.49484582483785
ALL_057_M_ENG_ENG_HT1_S012,6,233.35248179998888
ALL_057_M_ENG_ENG_HT1_S012,4,222.92754412302867
ALL_057_M_ENG_ENG_HT1_S012,8,243.46069746933713
ALL_057_M_ENG_ENG_HT1_S013,0,1115.5159248008242
ALL_057_M_ENG_ENG_HT1_S012,n4,188.33214353456725
ALL_057_M_ENG_ENG_HT1_S012,n2,195.54919731272543
ALL_057_M_ENG_ENG_HT1_S013,2,1115.5459320028363
ALL_057_M_ENG_ENG_HT1_S013,6,1127.6979363949224
ALL_057_M_ENG_ENG_HT1_S013,4,1125.3925226464664
ALL_057_M_ENG_ENG_HT1_S013,8,1129.028518017029
ALL_057_M_ENG_ENG_HT1_S013,n2,1114.6512251336987
ALL_057_M_ENG_ENG_HT1_S013,n4,1111.4858184119942
ALL_057_M_ENG_ENG_HT1_S014,0,206.5668723532065
ALL_057_M_ENG_ENG_HT1_S014,6,235.994196504092
ALL_057_M_ENG_ENG_HT1_S014,2,216.09503584684572
ALL_057_M_ENG_ENG_HT1_S014,4,226.31609835785915
ALL_057_M_ENG_ENG_HT1_S014,n2,200.45296507566786
ALL_057_M_ENG_ENG_HT1_S014,8,246.85413512431904
ALL_057_M_ENG_ENG_HT1_S014,n4,192.82104599620067
ALL_057_M_ENG_ENG_HT1_S015,4,249.46646565764848
ALL_057_M_ENG_ENG_HT1_S015,0,230.44431820369596
ALL_057_M_ENG_ENG_HT1_S015,2,238.3883373511245
ALL_057_M_ENG_ENG_HT1_S015,6,260.7436551333253
ALL_057_M_ENG_ENG_HT1_S015,8,276.66291812311556
ALL_057_M_ENG_ENG_HT1_S015,n2,225.1973429454353
ALL_057_M_ENG_ENG_HT1_S015,n4,220.65340306534875
ALL_057_M_ENG_ENG_HT1_S016,0,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,6,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,n2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,8,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S016,n4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S017,6,444.67886138617735
ALL_057_M_ENG_ENG_HT1_S017,0,441.64734433677205
ALL_057_M_ENG_ENG_HT1_S017,4,440.26079793006136
ALL_057_M_ENG_ENG_HT1_S017,2,442.64056557542386
ALL_057_M_ENG_ENG_HT1_S018,0,1295.0272975359048
ALL_057_M_ENG_ENG_HT1_S018,2,1295.2568258404558
ALL_057_M_ENG_ENG_HT1_S017,n2,440.2250882605083
ALL_057_M_ENG_ENG_HT1_S017,n4,439.4063089962474
ALL_057_M_ENG_ENG_HT1_S017,8,444.26821252307474
ALL_057_M_ENG_ENG_HT1_S018,4,1292.2655212968166
ALL_057_M_ENG_ENG_HT1_S018,n4,1292.6894073560693
ALL_057_M_ENG_ENG_HT1_S018,8,1297.8401961020593
ALL_057_M_ENG_ENG_HT1_S018,n2,1295.147956342506
ALL_057_M_ENG_ENG_HT1_S018,6,1295.1393894077792
ALL_057_M_ENG_ENG_HT1_S019,0,282.1725428582556
ALL_057_M_ENG_ENG_HT1_S019,6,299.5257877714154
ALL_057_M_ENG_ENG_HT1_S019,2,284.32194219024814
ALL_057_M_ENG_ENG_HT1_S019,n2,279.3444153430669
ALL_057_M_ENG_ENG_HT1_S019,4,289.773187324459
ALL_057_M_ENG_ENG_HT1_S019,8,306.1327754616914
ALL_057_M_ENG_ENG_HT1_S019,n4,272.3020871572401
ALL_057_M_ENG_ENG_HT1_S020,0,193.13279619748357
ALL_057_M_ENG_ENG_HT1_S020,4,203.97474787707745
ALL_057_M_ENG_ENG_HT1_S020,8,225.13113462225695
ALL_057_M_ENG_ENG_HT1_S020,n4,182.06110670984344
ALL_057_M_ENG_ENG_HT1_S020,6,215.66005542846074
ALL_057_M_ENG_ENG_HT1_S020,n2,185.2199568770622
ALL_057_M_ENG_ENG_HT1_S020,2,196.97996754243854
ALL_057_M_ENG_ENG_HT1_S021,0,215.40482367428496
ALL_057_M_ENG_ENG_HT1_S021,2,224.0402110316973
ALL_057_M_ENG_ENG_HT1_S021,4,233.72052797033876
ALL_057_M_ENG_ENG_HT1_S021,6,246.0830446981941
ALL_057_M_ENG_ENG_HT1_S022,2,259.0120730023544
ALL_057_M_ENG_ENG_HT1_S021,n4,202.128302447929
ALL_057_M_ENG_ENG_HT1_S022,0,247.96920747925472
ALL_057_M_ENG_ENG_HT1_S021,8,258.76155671926495
ALL_057_M_ENG_ENG_HT1_S021,n2,208.02481370613242
ALL_057_M_ENG_ENG_HT1_S022,4,273.63932351793005
ALL_057_M_ENG_ENG_HT1_S022,6,288.6312011120507
ALL_057_M_ENG_ENG_HT1_S022,8,301.75577767165805
ALL_057_M_ENG_ENG_HT1_S022,n2,238.8814264466651
ALL_057_M_ENG_ENG_HT1_S023,6,458.60862943559766
ALL_057_M_ENG_ENG_HT1_S023,4,458.1879849575194
ALL_057_M_ENG_ENG_HT1_S023,0,455.39982946321413
ALL_057_M_ENG_ENG_HT1_S022,n4,230.80887580372996
ALL_057_M_ENG_ENG_HT1_S023,2,458.33941736034626
ALL_057_M_ENG_ENG_HT1_S023,8,459.4620952096784
ALL_057_M_ENG_ENG_HT1_S024,0,219.88536490326308
ALL_057_M_ENG_ENG_HT1_S023,n4,456.0707412706669
ALL_057_M_ENG_ENG_HT1_S023,n2,457.14811610598105
ALL_057_M_ENG_ENG_HT1_S024,8,250.8289404569013
ALL_057_M_ENG_ENG_HT1_S024,4,234.67568422324305
ALL_057_M_ENG_ENG_HT1_S024,6,243.161744768247
ALL_057_M_ENG_ENG_HT1_S024,2,224.65040400630534
ALL_057_M_ENG_ENG_HT1_S024,n4,209.16623069500204
ALL_057_M_ENG_ENG_HT1_S024,n2,211.67903547210634
ALL_057_M_ENG_ENG_HT1_S025,2,227.65510746169915
ALL_057_M_ENG_ENG_HT1_S025,4,237.11954728064168
ALL_057_M_ENG_ENG_HT1_S025,0,218.9051392374301
ALL_057_M_ENG_ENG_HT1_S025,6,249.64616438340082
ALL_057_M_ENG_ENG_HT1_S025,8,265.92847360038263
ALL_057_M_ENG_ENG_HT1_S025,n2,212.26678953034073
ALL_057_M_ENG_ENG_HT1_S025,n4,205.7150940398788
ALL_057_M_ENG_ENG_HT1_S026,2,208.18504978440973
ALL_057_M_ENG_ENG_HT1_S026,n2,188.66224838781932
ALL_057_M_ENG_ENG_HT1_S026,0,198.6658024437495
ALL_057_M_ENG_ENG_HT1_S026,6,230.87011245328034
ALL_057_M_ENG_ENG_HT1_S026,4,219.6240908381425
ALL_057_M_ENG_ENG_HT1_S026,8,240.1651584032085
ALL_057_M_ENG_ENG_HT1_S026,n4,186.60758602963188
ALL_057_M_ENG_ENG_HT1_S027,0,213.98658400139573
ALL_057_M_ENG_ENG_HT1_S027,4,231.78293007309412
ALL_057_M_ENG_ENG_HT1_S027,2,221.8123438164854
ALL_057_M_ENG_ENG_HT1_S027,6,242.19690909014048
ALL_057_M_ENG_ENG_HT1_S028,2,361.3218037083059
ALL_057_M_ENG_ENG_HT1_S027,n2,207.74632840050873
ALL_057_M_ENG_ENG_HT1_S027,n4,202.5547861207465
ALL_057_M_ENG_ENG_HT1_S027,8,254.08577582776007
ALL_057_M_ENG_ENG_HT1_S028,0,355.4759964860374
ALL_057_M_ENG_ENG_HT1_S028,4,365.5337821075832
ALL_057_M_ENG_ENG_HT1_S028,6,375.90201450094366
ALL_057_M_ENG_ENG_HT1_S028,8,384.3680627567934
ALL_057_M_ENG_ENG_HT1_S028,n4,351.0438784123822
ALL_057_M_ENG_ENG_HT1_S029,2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S028,n2,350.90946919614635
ALL_057_M_ENG_ENG_HT1_S029,0,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S029,6,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S029,4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S029,8,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S029,n2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S029,n4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S030,0,345.57372107755464
ALL_057_M_ENG_ENG_HT1_S030,n2,338.02224837692614
ALL_057_M_ENG_ENG_HT1_S030,2,346.9986634054288
ALL_057_M_ENG_ENG_HT1_S030,6,357.6460065178656
ALL_057_M_ENG_ENG_HT1_S030,8,365.7257712110244
ALL_057_M_ENG_ENG_HT1_S030,n4,333.72824393840114
ALL_057_M_ENG_ENG_HT1_S030,4,352.5309451489921
ALL_057_M_ENG_ENG_HT1_S031,4,463.1960178405758
ALL_057_M_ENG_ENG_HT1_S031,6,463.21127096577135
ALL_057_M_ENG_ENG_HT1_S031,2,462.3215673824851
ALL_057_M_ENG_ENG_HT1_S031,0,463.7239600832425
ALL_057_M_ENG_ENG_HT1_S031,n2,463.03648350616743
ALL_057_M_ENG_ENG_HT1_S031,n4,456.0254181920719
ALL_057_M_ENG_ENG_HT1_S031,8,464.01200601127204
ALL_057_M_ENG_ENG_HT1_S032,4,245.0102516519825
ALL_057_M_ENG_ENG_HT1_S032,2,235.0106189479077
ALL_057_M_ENG_ENG_HT1_S032,6,256.400123447974
ALL_057_M_ENG_ENG_HT1_S032,8,267.90426693468004
ALL_057_M_ENG_ENG_HT1_S032,0,226.7116679332586
ALL_057_M_ENG_ENG_HT1_S032,n2,221.289051988839
ALL_057_M_ENG_ENG_HT1_S033,2,268.1074476020933
ALL_057_M_ENG_ENG_HT1_S033,0,259.7525448165586
ALL_057_M_ENG_ENG_HT1_S032,n4,216.6446141512323
ALL_057_M_ENG_ENG_HT1_S033,4,277.02627494057424
ALL_057_M_ENG_ENG_HT1_S033,n2,253.18528540218122
ALL_057_M_ENG_ENG_HT1_S033,6,289.33245008169575
ALL_057_M_ENG_ENG_HT1_S033,8,297.6818983833924
ALL_057_M_ENG_ENG_HT1_S033,n4,250.43390498002273
ALL_057_M_ENG_ENG_HT1_S034,0,332.35024510599976
ALL_057_M_ENG_ENG_HT1_S034,6,345.8214781751711
ALL_057_M_ENG_ENG_HT1_S034,4,340.7641246148289
ALL_057_M_ENG_ENG_HT1_S034,2,336.7677416180845
ALL_057_M_ENG_ENG_HT1_S034,8,356.4131792875827
ALL_057_M_ENG_ENG_HT1_S034,n2,329.37004165322355
ALL_057_M_ENG_ENG_HT1_S035,0,1122.4283695061501
ALL_057_M_ENG_ENG_HT1_S035,2,1106.9378525196173
ALL_057_M_ENG_ENG_HT1_S034,n4,324.4767144411452
ALL_057_M_ENG_ENG_HT1_S035,6,1133.3786849025496
ALL_057_M_ENG_ENG_HT1_S035,4,1122.9247376129636
ALL_057_M_ENG_ENG_HT1_S035,n2,1120.3639484788869
ALL_057_M_ENG_ENG_HT1_S035,8,1132.8784177399002
ALL_057_M_ENG_ENG_HT1_S035,n4,1109.522690333714
ALL_057_M_ENG_ENG_HT1_S036,2,216.8509807628407
ALL_057_M_ENG_ENG_HT1_S036,0,210.66583999623415
ALL_057_M_ENG_ENG_HT1_S036,8,240.79774570119616
ALL_057_M_ENG_ENG_HT1_S036,4,224.76265254200746
ALL_057_M_ENG_ENG_HT1_S036,6,232.41853111748424
ALL_057_M_ENG_ENG_HT1_S036,n2,204.51000637048259
ALL_057_M_ENG_ENG_HT1_S036,n4,197.64818419196496
ALL_057_M_ENG_ENG_HT1_S037,2,201.39556794552487
ALL_057_M_ENG_ENG_HT1_S037,0,194.99953547356145
ALL_057_M_ENG_ENG_HT1_S037,4,208.9427532629852
ALL_057_M_ENG_ENG_HT1_S037,n2,189.38775221295364
ALL_057_M_ENG_ENG_HT1_S037,8,229.09553787266114
ALL_057_M_ENG_ENG_HT1_S037,6,216.5356022769854
ALL_057_M_ENG_ENG_HT1_S038,4,269.2199864599894
ALL_057_M_ENG_ENG_HT1_S038,0,247.22847898695994
ALL_057_M_ENG_ENG_HT1_S037,n4,183.22697488768011
ALL_057_M_ENG_ENG_HT1_S038,2,257.781593097957
ALL_057_M_ENG_ENG_HT1_S038,6,286.0725062044566
ALL_057_M_ENG_ENG_HT1_S038,8,300.85272713114443
ALL_057_M_ENG_ENG_HT1_S038,n4,227.23752267778633
ALL_057_M_ENG_ENG_HT1_S039,2,199.33707737806586
ALL_057_M_ENG_ENG_HT1_S038,n2,238.14975596847734
ALL_057_M_ENG_ENG_HT1_S039,0,190.38533111698786
ALL_057_M_ENG_ENG_HT1_S039,4,204.80154527608366
ALL_057_M_ENG_ENG_HT1_S039,6,212.12068094718313
ALL_057_M_ENG_ENG_HT1_S039,8,220.20666982915913
ALL_057_M_ENG_ENG_HT1_S039,n4,179.74147222114485
ALL_057_M_ENG_ENG_HT1_S039,n2,184.2493417460942
ALL_057_M_ENG_ENG_HT1_S040,2,221.1104434089964
ALL_057_M_ENG_ENG_HT1_S040,0,210.3822165440768
ALL_057_M_ENG_ENG_HT1_S040,8,254.54328960437397
ALL_057_M_ENG_ENG_HT1_S040,4,231.457993032057
ALL_057_M_ENG_ENG_HT1_S040,6,241.05648230263276
ALL_057_M_ENG_ENG_HT1_S040,n2,204.96928685914742
ALL_057_M_ENG_ENG_HT1_S040,n4,198.46533479400253
ALL_057_M_ENG_ENG_HT1_S041,0,329.6202797416673
ALL_057_M_ENG_ENG_HT1_S041,2,336.70731435838405
ALL_057_M_ENG_ENG_HT1_S041,6,354.1782205279569
ALL_057_M_ENG_ENG_HT1_S041,4,343.7635486274445
ALL_057_M_ENG_ENG_HT1_S041,8,364.76017831891915
ALL_057_M_ENG_ENG_HT1_S041,n4,320.93247449600676
ALL_057_M_ENG_ENG_HT1_S041,n2,323.7322777066571
ALL_057_M_ENG_ENG_HT1_S042,0,407.0713551152836
ALL_057_M_ENG_ENG_HT1_S042,2,411.0557426375847
ALL_057_M_ENG_ENG_HT1_S042,6,425.23363999143004
ALL_057_M_ENG_ENG_HT1_S042,8,433.5504599442994
ALL_057_M_ENG_ENG_HT1_S042,4,416.6683311260705
ALL_057_M_ENG_ENG_HT1_S043,0,212.56947003887936
ALL_057_M_ENG_ENG_HT1_S042,n2,400.47567409816224
ALL_057_M_ENG_ENG_HT1_S043,2,216.13358937628826
ALL_057_M_ENG_ENG_HT1_S043,8,250.92912758061436
ALL_057_M_ENG_ENG_HT1_S043,6,238.53770554705193
ALL_057_M_ENG_ENG_HT1_S043,4,228.27889193235933
ALL_057_M_ENG_ENG_HT1_S042,n4,397.6744744248673
ALL_057_M_ENG_ENG_HT1_S043,n4,200.5482338149025
ALL_057_M_ENG_ENG_HT1_S044,2,453.2450782880174
ALL_057_M_ENG_ENG_HT1_S044,6,449.4830924090193
ALL_057_M_ENG_ENG_HT1_S043,n2,209.35473310281856
ALL_057_M_ENG_ENG_HT1_S044,0,452.761400388919
ALL_057_M_ENG_ENG_HT1_S044,4,452.39942652118435
ALL_057_M_ENG_ENG_HT1_S044,8,454.407864751961
ALL_057_M_ENG_ENG_HT1_S045,2,1335.3620703169554
ALL_057_M_ENG_ENG_HT1_S045,0,1334.7219419598605
ALL_057_M_ENG_ENG_HT1_S045,4,1335.1706268416667
ALL_057_M_ENG_ENG_HT1_S044,n2,449.92891230505126
ALL_057_M_ENG_ENG_HT1_S044,n4,449.54805306965534
ALL_057_M_ENG_ENG_HT1_S045,6,1335.0458368359577
ALL_057_M_ENG_ENG_HT1_S045,n4,1335.1107855906857
ALL_057_M_ENG_ENG_HT1_S045,8,1335.2508174666234
ALL_057_M_ENG_ENG_HT1_S045,n2,1335.1221076643756
ALL_057_M_ENG_ENG_HT1_S046,2,1057.5221653584886
ALL_057_M_ENG_ENG_HT1_S046,0,1058.6641894603483
ALL_057_M_ENG_ENG_HT1_S046,6,1078.7180531724698
ALL_057_M_ENG_ENG_HT1_S046,8,1077.4958232335616
ALL_057_M_ENG_ENG_HT1_S046,n2,1049.9928089773075
ALL_057_M_ENG_ENG_HT1_S046,4,1067.9341399857126
ALL_057_M_ENG_ENG_HT1_S046,n4,1049.3674211059067
ALL_057_M_ENG_ENG_HT1_S047,0,237.84112874658447
ALL_057_M_ENG_ENG_HT1_S047,2,248.004321482533
ALL_057_M_ENG_ENG_HT1_S047,6,276.40526141776
ALL_057_M_ENG_ENG_HT1_S047,4,262.52790873617016
ALL_057_M_ENG_ENG_HT1_S047,n2,230.4845847737024
ALL_057_M_ENG_ENG_HT1_S047,8,287.6113309845607
ALL_057_M_ENG_ENG_HT1_S048,0,375.0549629652149
ALL_057_M_ENG_ENG_HT1_S048,2,380.8187091017399
ALL_057_M_ENG_ENG_HT1_S047,n4,222.14527674717425
ALL_057_M_ENG_ENG_HT1_S048,4,385.4160769011123
ALL_057_M_ENG_ENG_HT1_S048,n2,369.1568970937493
ALL_057_M_ENG_ENG_HT1_S048,8,395.47260870586507
ALL_057_M_ENG_ENG_HT1_S048,6,386.32138590612897
ALL_057_M_ENG_ENG_HT1_S048,n4,364.31538089222613
ALL_057_M_ENG_ENG_HT1_S049,0,215.97604114088531
ALL_057_M_ENG_ENG_HT1_S049,2,226.01454810288874
ALL_057_M_ENG_ENG_HT1_S049,4,234.5390877483714
ALL_057_M_ENG_ENG_HT1_S049,8,259.09066688095953
ALL_057_M_ENG_ENG_HT1_S049,6,244.4573867662313
ALL_057_M_ENG_ENG_HT1_S049,n2,209.21601949091306
ALL_057_M_ENG_ENG_HT1_S050,2,229.05160634038467
ALL_057_M_ENG_ENG_HT1_S049,n4,204.40287320905713
ALL_057_M_ENG_ENG_HT1_S050,6,249.4378603744296
ALL_057_M_ENG_ENG_HT1_S050,0,216.05952478468924
ALL_057_M_ENG_ENG_HT1_S050,8,265.1156053963934
ALL_057_M_ENG_ENG_HT1_S050,4,237.74414753098543
ALL_057_M_ENG_ENG_HT1_S050,n2,205.87127650751677
ALL_057_M_ENG_ENG_HT1_S051,2,221.53730497950906
ALL_057_M_ENG_ENG_HT1_S050,n4,199.00057725960738
ALL_057_M_ENG_ENG_HT1_S051,0,210.76051839579853
ALL_057_M_ENG_ENG_HT1_S051,4,229.40192712760643
ALL_057_M_ENG_ENG_HT1_S051,6,240.33848691877444
ALL_057_M_ENG_ENG_HT1_S051,8,255.2025923501945
ALL_057_M_ENG_ENG_HT1_S051,n2,203.32356951901352
ALL_057_M_ENG_ENG_HT1_S051,n4,195.45433480431305
ALL_057_M_ENG_ENG_HT1_S052,2,238.71267533367865
ALL_057_M_ENG_ENG_HT1_S052,0,232.27890026363286
ALL_057_M_ENG_ENG_HT1_S052,4,247.80326155327626
ALL_057_M_ENG_ENG_HT1_S052,6,260.18127209257324
ALL_057_M_ENG_ENG_HT1_S052,8,270.3869986451392
ALL_057_M_ENG_ENG_HT1_S052,n4,221.4515492176487
ALL_057_M_ENG_ENG_HT1_S052,n2,223.13305936414793
ALL_057_M_ENG_ENG_HT1_S053,0,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S053,n2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S053,2,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S053,4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S053,6,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S053,8,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S054,6,1294.6902133066226
ALL_057_M_ENG_ENG_HT1_S054,4,1295.6956515381316
ALL_057_M_ENG_ENG_HT1_S054,0,1292.3791685047909
ALL_057_M_ENG_ENG_HT1_S053,n4,1335.7624872954837
ALL_057_M_ENG_ENG_HT1_S054,2,1286.54738125035
ALL_057_M_ENG_ENG_HT1_S054,n2,1291.484796820851
ALL_057_M_ENG_ENG_HT1_S054,8,1294.946977486283
ALL_057_M_ENG_ENG_HT1_S054,n4,1290.9508359948397
ALL_057_M_ENG_ENG_HT1_S055,4,329.69786963203194
ALL_057_M_ENG_ENG_HT1_S055,0,316.8389867159169
ALL_057_M_ENG_ENG_HT1_S055,2,321.42752030308554
ALL_057_M_ENG_ENG_HT1_S055,6,337.02223398881716
ALL_057_M_ENG_ENG_HT1_S055,n4,304.7946197505537
ALL_057_M_ENG_ENG_HT1_S055,n2,311.5346912072251
ALL_057_M_ENG_ENG_HT1_S056,2,232.5571171778086
ALL_057_M_ENG_ENG_HT1_S056,4,243.48476830377592
ALL_057_M_ENG_ENG_HT1_S055,8,343.53396111572386
ALL_057_M_ENG_ENG_HT1_S056,0,223.57341265653872
ALL_057_M_ENG_ENG_HT1_S056,6,255.84172167364557
ALL_057_M_ENG_ENG_HT1_S056,n4,202.37284796635382
ALL_057_M_ENG_ENG_HT1_S056,n2,212.28392104551352
ALL_057_M_ENG_ENG_HT1_S056,8,266.25716345152614
ALL_057_M_ENG_ENG_HT1_S057,0,217.43897279083117
ALL_057_M_ENG_ENG_HT1_S057,2,225.34181128650204
ALL_057_M_ENG_ENG_HT1_S057,6,242.59944944623456
ALL_057_M_ENG_ENG_HT1_S057,4,232.56144068557228
ALL_057_M_ENG_ENG_HT1_S057,8,254.7075246239349
ALL_057_M_ENG_ENG_HT1_S057,n4,205.52039691109144
ALL_057_M_ENG_ENG_HT1_S057,n2,209.94970895752283
ALL_057_M_ENG_ENG_HT1_S058,0,219.97646007409062
ALL_057_M_ENG_ENG_HT1_S058,6,244.29981361617422
ALL_057_M_ENG_ENG_HT1_S058,4,236.91038533332542
ALL_057_M_ENG_ENG_HT1_S058,2,228.2547101750385
ALL_057_M_ENG_ENG_HT1_S058,8,256.0254551289461
ALL_057_M_ENG_ENG_HT1_S058,n4,204.85558858946513
ALL_057_M_ENG_ENG_HT1_S058,n2,211.91564741256497
ALL_057_M_ENG_ENG_HT1_S059,6,449.2864748213434
ALL_057_M_ENG_ENG_HT1_S059,2,447.7631908096597
ALL_057_M_ENG_ENG_HT1_S059,0,443.9935888790215
ALL_057_M_ENG_ENG_HT1_S059,8,450.63982230456133
ALL_057_M_ENG_ENG_HT1_S059,4,448.13701348438514
ALL_057_M_ENG_ENG_HT1_S059,n4,445.1598558132385
ALL_057_M_ENG_ENG_HT1_S060,0,221.99481604942292
ALL_057_M_ENG_ENG_HT1_S059,n2,444.33535099174134
ALL_057_M_ENG_ENG_HT1_S060,4,238.36342541482216
ALL_057_M_ENG_ENG_HT1_S060,6,252.30898132577448
ALL_057_M_ENG_ENG_HT1_S060,8,265.92130297736446
ALL_057_M_ENG_ENG_HT1_S060,2,229.37176173225407
ALL_057_M_ENG_ENG_HT1_S060,n4,204.92637035657265
ALL_057_M_ENG_ENG_HT2_S001,2,233.94036501853532
ALL_057_M_ENG_ENG_HT2_S001,0,222.84836089360994
ALL_057_M_ENG_ENG_HT1_S060,n2,213.1751545615956
ALL_057_M_ENG_ENG_HT2_S001,4,247.22843131950188
ALL_057_M_ENG_ENG_HT2_S001,6,262.82655698603156
ALL_057_M_ENG_ENG_HT2_S001,8,279.7970185335432
ALL_057_M_ENG_ENG_HT2_S002,0,405.95885896626567
ALL_057_M_ENG_ENG_HT2_S001,n4,205.4911309869675
ALL_057_M_ENG_ENG_HT2_S001,n2,212.36028778633457
ALL_057_M_ENG_ENG_HT2_S002,2,410.11569025603103
ALL_057_M_ENG_ENG_HT2_S002,6,422.93518702705194
ALL_057_M_ENG_ENG_HT2_S002,4,418.88386841570934
ALL_057_M_ENG_ENG_HT2_S002,8,430.04046467418044
ALL_057_M_ENG_ENG_HT2_S002,n2,406.6613586731046
ALL_057_M_ENG_ENG_HT2_S003,0,246.92497691551563
ALL_057_M_ENG_ENG_HT2_S003,2,254.47096484465305
ALL_057_M_ENG_ENG_HT2_S003,4,260.54601428878146
ALL_057_M_ENG_ENG_HT2_S003,6,271.54390293884154
ALL_057_M_ENG_ENG_HT2_S002,n4,405.96208816761174
ALL_057_M_ENG_ENG_HT2_S003,8,285.5810490135141
ALL_057_M_ENG_ENG_HT2_S003,n4,235.03551495019215
ALL_057_M_ENG_ENG_HT2_S003,n2,240.09958783253367
ALL_057_M_ENG_ENG_HT2_S004,2,223.48912699512178
ALL_057_M_ENG_ENG_HT2_S004,0,218.58035109750523
ALL_057_M_ENG_ENG_HT2_S004,4,228.0067094185988
ALL_057_M_ENG_ENG_HT2_S004,6,234.90261173472987
ALL_057_M_ENG_ENG_HT2_S004,n2,215.44994611916974
ALL_057_M_ENG_ENG_HT2_S004,8,243.94658673498037
ALL_057_M_ENG_ENG_HT2_S005,0,223.81140525498483
ALL_057_M_ENG_ENG_HT2_S004,n4,211.09130202455188
ALL_057_M_ENG_ENG_HT2_S005,4,241.47866497882762
ALL_057_M_ENG_ENG_HT2_S005,2,231.4303684202951
ALL_057_M_ENG_ENG_HT2_S005,6,250.11014314222874
ALL_057_M_ENG_ENG_HT2_S005,8,262.14373357943145
ALL_057_M_ENG_ENG_HT2_S006,0,199.14853618761495
ALL_057_M_ENG_ENG_HT2_S005,n2,220.72029479882318
