CleanFile,Degradation,MIKNNScore2x,MIKNNScore2xRaw
ALL_049_F_ENG_ENG_HT1_S032,n4,43.0539428919875,1.61839840035507
ALL_049_F_ENG_ENG_HT1_S033,0,47.0166948311157,1.80511747982252
ALL_049_F_ENG_ENG_HT1_S033,2,49.2819314318635,1.89208697435273
ALL_049_F_ENG_ENG_HT1_S033,4,51.8610317010825,1.99110667352353
ALL_049_F_ENG_ENG_HT1_S033,6,54.623362041413,2.09716114630783
ALL_049_F_ENG_ENG_HT1_S033,8,57.5979492511702,2.21136482197828
ALL_049_F_ENG_ENG_HT1_S033,n2,45.1090496746515,1.73187703555901
ALL_049_F_ENG_ENG_HT1_S033,n4,43.6118940374136,1.67439656355858
ALL_049_F_ENG_ENG_HT1_S034,0,42.9500512763782,1.60585072169211
ALL_049_F_ENG_ENG_HT1_S034,2,45.1778940706131,1.68914708229288
ALL_049_F_ENG_ENG_HT1_S034,4,47.6948851589672,1.78325434958616
ALL_049_F_ENG_ENG_HT1_S034,6,50.5953986334046,1.89170105727996
ALL_049_F_ENG_ENG_HT1_S034,8,53.350707964917,1.99471875684036
ALL_049_F_ENG_ENG_HT1_S034,n2,41.2047100263246,1.54059451307988
ALL_049_F_ENG_ENG_HT1_S034,n4,39.7835549317461,1.48745923462398
ALL_049_F_ENG_ENG_HT1_S035,0,47.2080526689679,1.80995026768458
ALL_049_F_ENG_ENG_HT1_S035,2,49.4743397688154,1.89683940441263
ALL_049_F_ENG_ENG_HT1_S035,4,51.9415696196381,1.99143265866629
ALL_049_F_ENG_ENG_HT1_S035,6,54.7668605921359,2.0997539272392
ALL_049_F_ENG_ENG_HT1_S035,8,57.903226872085,2.22000178045519
ALL_049_F_ENG_ENG_HT1_S035,n2,45.2309477436572,1.73414833588495
ALL_049_F_ENG_ENG_HT1_S035,n4,43.7124852795327,1.67593069317294
ALL_049_F_ENG_ENG_HT1_S036,0,45.1809895520592,1.73698073287705
ALL_049_F_ENG_ENG_HT1_S036,2,46.681669363071,1.7946742881486
ALL_049_F_ENG_ENG_HT1_S036,4,48.6998162934011,1.87226183921495
ALL_049_F_ENG_ENG_HT1_S036,6,50.9744823088992,1.95971125282502
ALL_049_F_ENG_ENG_HT1_S036,8,53.4830568441012,2.05615326699585
ALL_049_F_ENG_ENG_HT1_S036,n2,44.0916681468746,1.69510182957114
ALL_049_F_ENG_ENG_HT1_S036,n4,43.3364920884578,1.66606912629472
ALL_049_F_ENG_ENG_HT1_S037,0,43.7108651287948,1.64952993137478
