filename,snr,score
ALL_049_F_ENG_ENG_HT1_S051,0,0.6733684674583181
ALL_049_F_ENG_ENG_HT1_S050,6,0.8722429673566691
ALL_049_F_ENG_ENG_HT1_S050,n4,0.612081116759848
ALL_049_F_ENG_ENG_HT1_S050,8,0.9074608314247811
ALL_049_F_ENG_ENG_HT1_S050,n2,0.664995131339334
ALL_049_F_ENG_ENG_HT1_S051,4,0.8013853746406895
ALL_049_F_ENG_ENG_HT1_S051,8,0.887740550216931
ALL_049_F_ENG_ENG_HT1_S051,2,0.7425137931558163
ALL_049_F_ENG_ENG_HT1_S051,6,0.8496367912984572
ALL_049_F_ENG_ENG_HT1_S051,n2,0.5960702798258242
ALL_049_F_ENG_ENG_HT1_S052,0,0.6093399340778398
ALL_049_F_ENG_ENG_HT1_S051,n4,0.5147261794588225
ALL_049_F_ENG_ENG_HT1_S052,4,0.7308420980661944
ALL_049_F_ENG_ENG_HT1_S052,2,0.6706755133521699
ALL_049_F_ENG_ENG_HT1_S052,6,0.7870629526140863
ALL_049_F_ENG_ENG_HT1_S052,8,0.8377586312348723
ALL_049_F_ENG_ENG_HT1_S052,n2,0.5494581679405539
ALL_049_F_ENG_ENG_HT1_S053,2,0.8089533416160222
ALL_049_F_ENG_ENG_HT1_S053,0,0.7622249660899926
ALL_049_F_ENG_ENG_HT1_S052,n4,0.4938254436445803
ALL_049_F_ENG_ENG_HT1_S053,n2,0.7095855683432317
ALL_049_F_ENG_ENG_HT1_S053,8,0.9129154170610009
ALL_049_F_ENG_ENG_HT1_S053,n4,0.6534001390621295
ALL_049_F_ENG_ENG_HT1_S053,4,0.8491474833848949
ALL_049_F_ENG_ENG_HT1_S053,6,0.8837088051711877
ALL_049_F_ENG_ENG_HT1_S054,4,0.744880806282529
ALL_049_F_ENG_ENG_HT1_S054,6,0.8026168415479061
ALL_049_F_ENG_ENG_HT1_S054,0,0.6305852256236972
ALL_049_F_ENG_ENG_HT1_S054,2,0.6861109834729934
ALL_049_F_ENG_ENG_HT1_S054,8,0.854826817540491
ALL_049_F_ENG_ENG_HT1_S055,0,0.7479918448061229
ALL_049_F_ENG_ENG_HT1_S055,2,0.7952352335211483
ALL_049_F_ENG_ENG_HT1_S054,n2,0.5819628270338932
ALL_049_F_ENG_ENG_HT1_S054,n4,0.5417334885561034
ALL_049_F_ENG_ENG_HT1_S055,4,0.838694403168266
ALL_049_F_ENG_ENG_HT1_S055,n2,0.6993703410004042
ALL_049_F_ENG_ENG_HT1_S055,6,0.8779789718010909
ALL_049_F_ENG_ENG_HT1_S055,8,0.9117976932538363
ALL_049_F_ENG_ENG_HT1_S055,n4,0.6527829097249358
ALL_049_F_ENG_ENG_HT1_S056,0,0.7558178665486709
ALL_049_F_ENG_ENG_HT1_S056,6,0.8678303194999618
ALL_049_F_ENG_ENG_HT1_S056,2,0.7959080886390036
ALL_049_F_ENG_ENG_HT1_S056,4,0.8334008924048713
ALL_049_F_ENG_ENG_HT1_S057,0,0.7131639524911505
ALL_049_F_ENG_ENG_HT1_S057,2,0.7558898193588078
ALL_049_F_ENG_ENG_HT1_S056,8,0.8986988815516005
ALL_049_F_ENG_ENG_HT1_S057,8,0.8756461516747551
ALL_049_F_ENG_ENG_HT1_S057,4,0.7976839559188673
ALL_049_F_ENG_ENG_HT1_S056,n2,0.713541150742251
ALL_049_F_ENG_ENG_HT1_S056,n4,0.6701630594056567
ALL_049_F_ENG_ENG_HT1_S057,6,0.837961155819959
ALL_049_F_ENG_ENG_HT1_S057,n4,0.6309157766616377
ALL_049_F_ENG_ENG_HT1_S057,n2,0.6709240052957589
ALL_049_F_ENG_ENG_HT1_S058,0,0.7488711742035171
ALL_049_F_ENG_ENG_HT1_S058,8,0.9110291732210474
ALL_049_F_ENG_ENG_HT1_S058,4,0.8401626997895039
ALL_049_F_ENG_ENG_HT1_S058,n2,0.7020245866427588
ALL_049_F_ENG_ENG_HT1_S058,n4,0.6578560908682191
ALL_049_F_ENG_ENG_HT1_S058,2,0.7957815585842531
ALL_049_F_ENG_ENG_HT1_S058,6,0.8790395912823337
ALL_049_F_ENG_ENG_HT1_S059,0,0.5997959474616738
ALL_049_F_ENG_ENG_HT1_S059,2,0.6517337979499681
ALL_049_F_ENG_ENG_HT1_S059,n4,0.5069280663478808
